Generation,Model_x,manufacturer,Model_y,CPU-Compatible[IE],CPU-Compatible[VFX],CPU-Compatible[3D],CPU-Compatible[AI],CPU-Compatible[Min],CPU-Compatible[Game],CPU-Compatible[Phys],CPU-Compatible[VR/AR],CPU-Compatible[Video],CPU-Compatible[Analytics],Brand_AMD,Brand_Intel
5,11400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3200,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,10505,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,3200,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,3400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,3300,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1800,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
3,8100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,False,True
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,8500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,7500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
3,3100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,2500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
3,8100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,False,True
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,10500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,11500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,10505,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,10400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,3700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,9500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,10600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,10700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,11400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
3,3200,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,9600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,9400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,5500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,9700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
3,3300,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,8700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,11600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,7500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,8500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,7700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
3,3100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,9500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,9700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
3,8100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,False,True
5,8500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,8700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,9400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,7700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,7500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3300,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,10505,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,10600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,10400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3200,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
7,10700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,11400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,3700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,9600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,10500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,11600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,5500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,11500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,8100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,False,True
7,1800,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,8500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,3200,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
3,3100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,7500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,3300,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,3400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,10505,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,11600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,5500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,10600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,11500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,9600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,8700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,7500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,9700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
7,10700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,10500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,9400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,7700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
3,8100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,False,True
5,8500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,10400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,9500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,11400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,3700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
3,3200,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
3,3100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
3,3300,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,3500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,5500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,9600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,8500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
3,3100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,7500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,9500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,7700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,10500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,11600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3200,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
7,8700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,11500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,10505,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3300,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,10600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,9400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,9700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,10400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,10700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,11400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,8100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,False,True
7,3700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1800,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,8500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,3400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
3,3300,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,3200,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,8100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,False,True
5,2500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,7500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
3,3100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,10700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,3700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,10600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
3,3200,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,11400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,11500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,8700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,11600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,5500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,8500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,2400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,7700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
3,8100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,False,True
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,9400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
7,2700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,10400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3100,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,5600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,3800,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,True,False
5,7500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,10500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,10505,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
3,3300,NVIDIA,1650,True,False,False,False,False,False,False,False,True,False,True,False
5,3500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
7,9700,NVIDIA,1650,True,True,True,True,True,True,True,True,True,True,False,True
5,3400,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,9500,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,9600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1650,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,3300,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,8100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,False,True
5,2500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,8500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
3,3200,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2400,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,7500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
7,1700,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
7,1800,NVIDIA,1050,True,True,True,True,True,True,True,True,True,True,True,False
5,3500,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
5,2600,NVIDIA,1050,True,False,True,False,True,True,False,False,True,False,True,False
3,3100,NVIDIA,1050,True,False,False,False,False,False,False,False,True,False,True,False
5,2600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,9500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,10400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,8500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,3400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,10500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
3,3100,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,True,False
7,9700,NVIDIA,1060,True,True,True,True,True,True,True,True,True,True,False,True
5,10505,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,3500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
3,8100,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,False,True
5,9600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,2500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,10600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
7,10700,NVIDIA,1060,True,True,True,True,True,True,True,True,True,True,False,True
5,7500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,3600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
3,3300,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,True,False
3,3200,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,True,False
5,9400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,10600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,9600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,10500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
7,9700,NVIDIA,1060,True,True,True,True,True,True,True,True,True,True,False,True
5,10400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,7500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
3,3200,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,True,False
3,3100,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,True,False
3,3300,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,True,False
5,8500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,10505,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,3600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
3,8100,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,False,True
5,9400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
7,10700,NVIDIA,1060,True,True,True,True,True,True,True,True,True,True,False,True
5,2600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,9500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,2600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,3500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,3400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,2500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,9600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
3,8100,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,False,True
5,2600,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,2400,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,True,False
5,7500,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
5,10505,NVIDIA,1060,True,False,True,False,True,True,False,False,True,False,False,True
3,3300,NVIDIA,1060,True,False,False,False,False,False,False,False,True,False,True,False
